Week,DC,Cat_Desc,VENDOR_NAME,FCST_Ceiling,Domestic_Import,Temp Range,Case_Pallet,Speed,Service,Revised
12102,7095,ORG MIXED BERRIES,ANDREW & WILLIAMSON SALES CO.,3,DOMESTIC,34,Pallet,,,23/12/20
12102,7095,ORG MIXED BERRIES,BERRY FRESH LLC,6,DOMESTIC,34,Pallet,,,23/12/20
12102,7095,ORG MIXED BERRIES,DRISCOLLS INC,14,DOMESTIC,34,Pallet,,,23/12/20
12102,7095,ORG MIXED BERRIES,IMPORT-IMPORT PRODUCE PROGRAM,17,IMPORT,34,Pallet,,,23/12/20
12103,7095,ORG MIXED BERRIES,ANDREW & WILLIAMSON SALES CO.,3,DOMESTIC,34,Pallet,,,23/12/20
12103,7095,ORG MIXED BERRIES,BERRY FRESH LLC,6,DOMESTIC,34,Pallet,,,23/12/20
12103,7095,ORG MIXED BERRIES,DRISCOLLS INC,14,DOMESTIC,34,Pallet,,,23/12/20
12103,7095,ORG MIXED BERRIES,IMPORT-IMPORT PRODUCE PROGRAM,17,IMPORT,34,Pallet,,,23/12/20
12048,7095,ORGANIC COOKING VEG,Import,84,Import,34,Pallet,Yes,,23/12/20
12049,7095,ORGANIC COOKING VEG,Import,84,Import,34,Pallet,Yes,,23/12/20
12050,7095,ORGANIC COOKING VEG,Import,68,Import,34,Pallet,Yes,,23/12/20
12051,7095,ORGANIC COOKING VEG,Import,68,Import,34,Pallet,Yes,,23/12/20
12052,7095,ORGANIC COOKING VEG,Import,59,Import,34,Pallet,Yes,,23/12/20
12048,7095,ORGANIC TRUCK VEG,WILSON PRODUCE LLC,1,DOMESTIC,34,Pallet,,,23/12/20
12049,7095,ORGANIC TRUCK VEG,WILSON PRODUCE LLC,1,DOMESTIC,34,Pallet,,,23/12/20
12050,7095,ORGANIC TRUCK VEG,WILSON PRODUCE LLC,1,DOMESTIC,34,Pallet,,,23/12/20
12051,7095,ORGANIC TRUCK VEG,WILSON PRODUCE LLC,1,DOMESTIC,34,Pallet,,,23/12/20
12052,7095,ORGANIC TRUCK VEG,WILSON PRODUCE LLC,1,DOMESTIC,34,Pallet,,,23/12/20
12101,7095,ORGANIC TRUCK VEG,WILSON PRODUCE LLC,1,DOMESTIC,34,Pallet,,,23/12/20
12102,7095,ORGANIC TRUCK VEG,WILSON PRODUCE LLC,1,DOMESTIC,34,Pallet,,,23/12/20
12103,7095,ORGANIC TRUCK VEG,WILSON PRODUCE LLC,1,DOMESTIC,34,Pallet,,,23/12/20
12048,3699,PAPAYAS,AMAZON PRODUCE NETWORK LLC,9,DOMESTIC,48,Case,,,23/12/20
12048,3699,PAPAYAS,HLB SPECIALTIES LLC,13,DOMESTIC,48,Case,,,23/12/20
12048,4867,PAPAYAS,SKINNER PRODUCE,14,DOMESTIC,48,Case,,,23/12/20
12048,7095,PAPAYAS,CH ROBINSON COMPANY INC,16,DOMESTIC,48,Case,,,23/12/20
12049,3699,PAPAYAS,AMAZON PRODUCE NETWORK LLC,11,DOMESTIC,48,Case,,,23/12/20
12049,3699,PAPAYAS,HLB SPECIALTIES LLC,16,DOMESTIC,48,Case,,,23/12/20
12049,4867,PAPAYAS,SKINNER PRODUCE,16,DOMESTIC,48,Case,,,23/12/20
12049,7095,PAPAYAS,CH ROBINSON COMPANY INC,18,DOMESTIC,48,Case,,,23/12/20
12050,3699,PAPAYAS,AMAZON PRODUCE NETWORK LLC,12,DOMESTIC,48,Case,,,23/12/20
12050,3699,PAPAYAS,HLB SPECIALTIES LLC,17,DOMESTIC,48,Case,,,23/12/20
12050,4867,PAPAYAS,SKINNER PRODUCE,17,DOMESTIC,48,Case,,,23/12/20
12050,7095,PAPAYAS,CH ROBINSON COMPANY INC,20,DOMESTIC,48,Case,,,23/12/20
12051,3699,PAPAYAS,AMAZON PRODUCE NETWORK LLC,11,DOMESTIC,48,Case,,,23/12/20
12051,3699,PAPAYAS,HLB SPECIALTIES LLC,16,DOMESTIC,48,Case,,,23/12/20
12051,4867,PAPAYAS,SKINNER PRODUCE,16,DOMESTIC,48,Case,,,23/12/20
12051,7095,PAPAYAS,CH ROBINSON COMPANY INC,20,DOMESTIC,48,Case,,,23/12/20
12052,3699,PAPAYAS,AMAZON PRODUCE NETWORK LLC,11,DOMESTIC,48,Case,,,23/12/20
12052,3699,PAPAYAS,HLB SPECIALTIES LLC,16,DOMESTIC,48,Case,,,23/12/20
12052,4867,PAPAYAS,SKINNER PRODUCE,15,DOMESTIC,48,Case,,,23/12/20
12052,7095,PAPAYAS,CH ROBINSON COMPANY INC,20,DOMESTIC,48,Case,,,23/12/20
12101,3699,PAPAYAS,AMAZON PRODUCE NETWORK LLC,12,DOMESTIC,48,Case,,,23/12/20
12101,3699,PAPAYAS,HLB SPECIALTIES LLC,18,DOMESTIC,48,Case,,,23/12/20
12101,4867,PAPAYAS,SKINNER PRODUCE,18,DOMESTIC,48,Case,,,23/12/20
12101,7095,PAPAYAS,CH ROBINSON COMPANY INC,23,DOMESTIC,48,Case,,,23/12/20
12102,3699,PAPAYAS,AMAZON PRODUCE NETWORK LLC,13,DOMESTIC,48,Case,,,23/12/20
12102,3699,PAPAYAS,HLB SPECIALTIES LLC,19,DOMESTIC,48,Case,,,23/12/20
12102,4867,PAPAYAS,SKINNER PRODUCE,18,DOMESTIC,48,Case,,,23/12/20
12102,7095,PAPAYAS,CH ROBINSON COMPANY INC,23,DOMESTIC,48,Case,,,23/12/20
12103,3699,PAPAYAS,AMAZON PRODUCE NETWORK LLC,13,DOMESTIC,48,Case,,,23/12/20
12103,3699,PAPAYAS,HLB SPECIALTIES LLC,19,DOMESTIC,48,Case,,,23/12/20
12103,4867,PAPAYAS,SKINNER PRODUCE,18,DOMESTIC,48,Case,,,23/12/20
12103,7095,PAPAYAS,CH ROBINSON COMPANY INC,24,DOMESTIC,48,Case,,,23/12/20
12048,4867,PEACHES,IMPORT-IMPORT PRODUCE PROGRAM,24,IMPORT,34,Pallet,,,23/12/20
12049,3699,PEACHES,DAVID OPPENHEIMER & CO 1 LLC,5,DOMESTIC,34,Pallet,,,23/12/20
12049,3699,PEACHES,FOREVER FRESH LLC,3,DOMESTIC,34,Pallet,,,23/12/20
12049,3699,PEACHES,WILLIAM H KOPKE JR INC,10,DOMESTIC,34,Pallet,,,23/12/20
12049,4867,PEACHES,IMPORT-IMPORT PRODUCE PROGRAM,17,IMPORT,34,Pallet,,,23/12/20
12050,3699,PEACHES,DAVID OPPENHEIMER & CO 1 LLC,6,DOMESTIC,34,Pallet,,,23/12/20
12050,3699,PEACHES,FOREVER FRESH LLC,4,DOMESTIC,34,Pallet,,,23/12/20
12050,3699,PEACHES,WILLIAM H KOPKE JR INC,13,DOMESTIC,34,Pallet,,,23/12/20
12050,4867,PEACHES,IMPORT-IMPORT PRODUCE PROGRAM,21,IMPORT,34,Pallet,,,23/12/20
12050,7095,PEACHES,IMPORT-IMPORT PRODUCE PROGRAM,11,IMPORT,34,Pallet,,,23/12/20
12051,3699,PEACHES,DAVID OPPENHEIMER & CO 1 LLC,14,DOMESTIC,34,Pallet,,,23/12/20
12051,3699,PEACHES,FOREVER FRESH LLC,9,DOMESTIC,34,Pallet,,,23/12/20
12051,3699,PEACHES,WILLIAM H KOPKE JR INC,31,DOMESTIC,34,Pallet,,,23/12/20
12051,4867,PEACHES,IMPORT-IMPORT PRODUCE PROGRAM,59,IMPORT,34,Pallet,,,23/12/20
12051,7095,PEACHES,IMPORT-IMPORT PRODUCE PROGRAM,29,IMPORT,34,Pallet,,,23/12/20
12052,3699,PEACHES,DAVID OPPENHEIMER & CO 1 LLC,14,DOMESTIC,34,Pallet,,,23/12/20
12052,3699,PEACHES,FOREVER FRESH LLC,9,DOMESTIC,34,Pallet,,,23/12/20
12052,3699,PEACHES,WILLIAM H KOPKE JR INC,32,DOMESTIC,34,Pallet,,,23/12/20
12052,4867,PEACHES,IMPORT-IMPORT PRODUCE PROGRAM,65,IMPORT,34,Pallet,,,23/12/20
12052,7095,PEACHES,IMPORT-IMPORT PRODUCE PROGRAM,34,IMPORT,34,Pallet,,,23/12/20
12101,3699,PEACHES,DAVID OPPENHEIMER & CO 1 LLC,15,DOMESTIC,34,Pallet,,,23/12/20
12101,3699,PEACHES,FOREVER FRESH LLC,10,DOMESTIC,34,Pallet,,,23/12/20
12101,3699,PEACHES,WILLIAM H KOPKE JR INC,34,DOMESTIC,34,Pallet,,,23/12/20
12101,4867,PEACHES,IMPORT-IMPORT PRODUCE PROGRAM,69,IMPORT,34,Pallet,,,23/12/20
12101,7095,PEACHES,IMPORT-IMPORT PRODUCE PROGRAM,36,IMPORT,34,Pallet,,,23/12/20
12102,4867,PEACHES,IMPORT-IMPORT PRODUCE PROGRAM,71,IMPORT,34,Pallet,,,23/12/20
12102,7095,PEACHES,IMPORT-IMPORT PRODUCE PROGRAM,36,IMPORT,34,Pallet,,,23/12/20
12103,4867,PEACHES,IMPORT-IMPORT PRODUCE PROGRAM,72,IMPORT,34,Pallet,,,23/12/20
12103,7095,PEACHES,IMPORT-IMPORT PRODUCE PROGRAM,39,IMPORT,34,Pallet,,,23/12/20
12101,3699,PEARS,IMPORT,25,IMPORT,34,Pallet,,,23/12/20
12101,4867,PEARS,IMPORT,30,IMPORT,34,Pallet,,,23/12/20
12102,3699,PEARS,IMPORT,32,IMPORT,34,Pallet,,,23/12/20
12102,4867,PEARS,IMPORT,30,IMPORT,34,Pallet,,,23/12/20
12103,3699,PEARS,IMPORT,46,IMPORT,34,Pallet,,,23/12/20
12103,4867,PEARS,IMPORT,55,IMPORT,34,Pallet,,,23/12/20
12048,4867,PINEAPPLES,IMPORT-IMPORT PRODUCE PROGRAM,144,IMPORT,48,Pallet,,,23/12/20
12049,4867,PINEAPPLES,IMPORT-IMPORT PRODUCE PROGRAM,337,IMPORT,48,Pallet,,,23/12/20
12050,4867,PINEAPPLES,IMPORT-IMPORT PRODUCE PROGRAM,331,IMPORT,48,Pallet,,,23/12/20
12051,4867,PINEAPPLES,IMPORT-IMPORT PRODUCE PROGRAM,307,IMPORT,48,Pallet,,,23/12/20
12052,4867,PINEAPPLES,IMPORT-IMPORT PRODUCE PROGRAM,296,IMPORT,48,Pallet,,,23/12/20
12101,4867,PINEAPPLES,IMPORT-IMPORT PRODUCE PROGRAM,143,IMPORT,48,Pallet,,,23/12/20
12102,4867,PINEAPPLES,IMPORT-IMPORT PRODUCE PROGRAM,176,IMPORT,48,Pallet,,,23/12/20
12103,4867,PINEAPPLES,IMPORT-IMPORT PRODUCE PROGRAM,180,IMPORT,48,Pallet,,,23/12/20
12048,4867,PINEAPPLES,IMPORT,280,IMPORT,48,Pallet,,,23/12/20
12049,4867,PINEAPPLES,IMPORT,280,IMPORT,48,Pallet,,,23/12/20
12050,4867,PINEAPPLES,IMPORT,280,IMPORT,48,Pallet,,,23/12/20
12051,4867,PINEAPPLES,IMPORT,280,IMPORT,48,Pallet,,,23/12/20
12052,4867,PINEAPPLES,IMPORT,280,IMPORT,48,Pallet,,,23/12/20
12049,3699,PLUMS,DAVID OPPENHEIMER & CO 1 LLC,3,DOMESTIC,34,Pallet,,,23/12/20
12049,3699,PLUMS,FOREVER FRESH LLC,2,DOMESTIC,34,Pallet,,,23/12/20
12049,3699,PLUMS,WILLIAM H KOPKE JR INC,4,DOMESTIC,34,Pallet,,,23/12/20
12050,3699,PLUMS,DAVID OPPENHEIMER & CO 1 LLC,3,DOMESTIC,34,Pallet,,,23/12/20
12050,3699,PLUMS,FOREVER FRESH LLC,2,DOMESTIC,34,Pallet,,,23/12/20
12050,3699,PLUMS,WILLIAM H KOPKE JR INC,4,DOMESTIC,34,Pallet,,,23/12/20
12050,4867,PLUMS,IMPORT-IMPORT PRODUCE PROGRAM,7,IMPORT,34,Pallet,,,23/12/20
12050,7095,PLUMS,IMPORT-IMPORT PRODUCE PROGRAM,6,IMPORT,34,Pallet,,,23/12/20
12051,3699,PLUMS,DAVID OPPENHEIMER & CO 1 LLC,3,DOMESTIC,34,Pallet,,,23/12/20
12051,3699,PLUMS,FOREVER FRESH LLC,2,DOMESTIC,34,Pallet,,,23/12/20
12051,3699,PLUMS,WILLIAM H KOPKE JR INC,5,DOMESTIC,34,Pallet,,,23/12/20
12051,4867,PLUMS,IMPORT-IMPORT PRODUCE PROGRAM,9,IMPORT,34,Pallet,,,23/12/20
12051,7095,PLUMS,IMPORT-IMPORT PRODUCE PROGRAM,6,IMPORT,34,Pallet,,,23/12/20
12052,3699,PLUMS,DAVID OPPENHEIMER & CO 1 LLC,4,DOMESTIC,34,Pallet,,,23/12/20
12052,3699,PLUMS,FOREVER FRESH LLC,3,DOMESTIC,34,Pallet,,,23/12/20
12052,3699,PLUMS,WILLIAM H KOPKE JR INC,6,DOMESTIC,34,Pallet,,,23/12/20
12052,4867,PLUMS,IMPORT-IMPORT PRODUCE PROGRAM,11,IMPORT,34,Pallet,,,23/12/20
12052,7095,PLUMS,IMPORT-IMPORT PRODUCE PROGRAM,7,IMPORT,34,Pallet,,,23/12/20
12101,3699,PLUMS,DAVID OPPENHEIMER & CO 1 LLC,7,DOMESTIC,34,Pallet,,,23/12/20
12101,3699,PLUMS,FOREVER FRESH LLC,5,DOMESTIC,34,Pallet,,,23/12/20
12101,3699,PLUMS,WILLIAM H KOPKE JR INC,11,DOMESTIC,34,Pallet,,,23/12/20
12101,4867,PLUMS,IMPORT-IMPORT PRODUCE PROGRAM,21,IMPORT,34,Pallet,,,23/12/20
12101,7095,PLUMS,IMPORT-IMPORT PRODUCE PROGRAM,15,IMPORT,34,Pallet,,,23/12/20
12102,4867,PLUMS,IMPORT-IMPORT PRODUCE PROGRAM,24,IMPORT,34,Pallet,,,23/12/20
12102,7095,PLUMS,IMPORT-IMPORT PRODUCE PROGRAM,18,IMPORT,34,Pallet,,,23/12/20
12103,4867,PLUMS,IMPORT-IMPORT PRODUCE PROGRAM,27,IMPORT,34,Pallet,,,23/12/20
12103,7095,PLUMS,IMPORT-IMPORT PRODUCE PROGRAM,21,IMPORT,34,Pallet,,,23/12/20
12048,3699,POTATOES,EAGLE FARMS INC,81,DOMESTIC,48,Pallet,,,23/12/20
12048,3699,POTATOES,WADA FARMS MARKETING GROUP LLC,81,DOMESTIC,48,Pallet,,,23/12/20
12048,4867,POTATOES,POTANDON PRODUCE LLC,52,DOMESTIC,48,Pallet,,,23/12/20
12049,3699,POTATOES,EAGLE FARMS INC,84,DOMESTIC,48,Pallet,,,23/12/20
12049,3699,POTATOES,WADA FARMS MARKETING GROUP LLC,84,DOMESTIC,48,Pallet,,,23/12/20
12049,4867,POTATOES,POTANDON PRODUCE LLC,53,DOMESTIC,48,Pallet,,,23/12/20
12050,3699,POTATOES,EAGLE FARMS INC,78,DOMESTIC,48,Pallet,,,23/12/20
12050,3699,POTATOES,WADA FARMS MARKETING GROUP LLC,78,DOMESTIC,48,Pallet,,,23/12/20
12050,4867,POTATOES,POTANDON PRODUCE LLC,47,DOMESTIC,48,Pallet,,,23/12/20
12051,3699,POTATOES,EAGLE FARMS INC,75,DOMESTIC,48,Pallet,,,23/12/20
12051,3699,POTATOES,WADA FARMS MARKETING GROUP LLC,75,DOMESTIC,48,Pallet,,,23/12/20
12051,4867,POTATOES,POTANDON PRODUCE LLC,44,DOMESTIC,48,Pallet,,,23/12/20
12052,3699,POTATOES,EAGLE FARMS INC,74,DOMESTIC,48,Pallet,,,23/12/20
12052,3699,POTATOES,WADA FARMS MARKETING GROUP LLC,74,DOMESTIC,48,Pallet,,,23/12/20
12052,4867,POTATOES,POTANDON PRODUCE LLC,45,DOMESTIC,48,Pallet,,,23/12/20
12101,3699,POTATOES,EAGLE FARMS INC,74,DOMESTIC,48,Pallet,,,23/12/20
12101,3699,POTATOES,WADA FARMS MARKETING GROUP LLC,74,DOMESTIC,48,Pallet,,,23/12/20
12101,4867,POTATOES,POTANDON PRODUCE LLC,45,DOMESTIC,48,Pallet,,,23/12/20
12102,3699,POTATOES,EAGLE FARMS INC,76,DOMESTIC,48,Pallet,,,23/12/20
12102,3699,POTATOES,WADA FARMS MARKETING GROUP LLC,76,DOMESTIC,48,Pallet,,,23/12/20
12102,4867,POTATOES,POTANDON PRODUCE LLC,47,DOMESTIC,48,Pallet,,,23/12/20
12103,3699,POTATOES,EAGLE FARMS INC,78,DOMESTIC,48,Pallet,,,23/12/20
12103,3699,POTATOES,WADA FARMS MARKETING GROUP LLC,78,DOMESTIC,48,Pallet,,,23/12/20
12103,4867,POTATOES,POTANDON PRODUCE LLC,48,DOMESTIC,48,Pallet,,,23/12/20
12048,7095,RASPBERRIES,ANDREW & WILLIAMSON SALES CO.,32,DOMESTIC,34,Case,Yes,,23/12/20
12048,7095,RASPBERRIES,CALIFORNIA GIANT INC,20,DOMESTIC,34,Case,Yes,,23/12/20
12048,7095,RASPBERRIES,DRISCOLLS INC,48,DOMESTIC,34,Case,Yes,,23/12/20
12049,7095,RASPBERRIES,ANDREW & WILLIAMSON SALES CO.,38,DOMESTIC,34,Case,Yes,,23/12/20
12049,7095,RASPBERRIES,CALIFORNIA GIANT INC,23,DOMESTIC,34,Case,Yes,,23/12/20
12049,7095,RASPBERRIES,DRISCOLLS INC,57,DOMESTIC,34,Case,Yes,,23/12/20
12050,7095,RASPBERRIES,ANDREW & WILLIAMSON SALES CO.,38,DOMESTIC,34,Case,Yes,,23/12/20
12050,7095,RASPBERRIES,CALIFORNIA GIANT INC,23,DOMESTIC,34,Case,Yes,,23/12/20
12050,7095,RASPBERRIES,DRISCOLLS INC,57,DOMESTIC,34,Case,Yes,,23/12/20
12051,7095,RASPBERRIES,ANDREW & WILLIAMSON SALES CO.,34,DOMESTIC,34,Case,Yes,,23/12/20
12051,7095,RASPBERRIES,CALIFORNIA GIANT INC,21,DOMESTIC,34,Case,Yes,,23/12/20
12051,7095,RASPBERRIES,DRISCOLLS INC,50,DOMESTIC,34,Case,Yes,,23/12/20
12052,7095,RASPBERRIES,ANDREW & WILLIAMSON SALES CO.,33,DOMESTIC,34,Case,Yes,,23/12/20
12052,7095,RASPBERRIES,CALIFORNIA GIANT INC,21,DOMESTIC,34,Case,Yes,,23/12/20
12052,7095,RASPBERRIES,DRISCOLLS INC,49,DOMESTIC,34,Case,Yes,,23/12/20
12101,7095,RASPBERRIES,CALIFORNIA GIANT INC,26,DOMESTIC,34,Case,Yes,,23/12/20
12101,7095,RASPBERRIES,DRISCOLLS INC,68,DOMESTIC,34,Case,Yes,,23/12/20
12102,7095,RASPBERRIES,CALIFORNIA GIANT INC,26,DOMESTIC,34,Case,Yes,,23/12/20
12102,7095,RASPBERRIES,DRISCOLLS INC,69,DOMESTIC,34,Case,Yes,,23/12/20
12103,7095,RASPBERRIES,CALIFORNIA GIANT INC,26,DOMESTIC,34,Case,Yes,,23/12/20
12103,7095,RASPBERRIES,DRISCOLLS INC,69,DOMESTIC,34,Case,Yes,,23/12/20
12048,3699,RASPBERRIES,DOMESTIC,39,DOMESTIC,34,Pallet,Yes,,23/12/20
12048,4867,RASPBERRIES,DOMESTIC,3,DOMESTIC,34,Pallet,Yes,,23/12/20
12049,3699,RASPBERRIES,DOMESTIC,39,DOMESTIC,34,Pallet,Yes,,23/12/20
12049,4867,RASPBERRIES,DOMESTIC,3,DOMESTIC,34,Pallet,Yes,,23/12/20
12050,3699,RASPBERRIES,DOMESTIC,39,DOMESTIC,34,Pallet,Yes,,23/12/20
12050,4867,RASPBERRIES,DOMESTIC,3,DOMESTIC,34,Pallet,Yes,,23/12/20
12051,3699,RASPBERRIES,DOMESTIC,39,DOMESTIC,34,Pallet,Yes,,23/12/20
12051,4867,RASPBERRIES,DOMESTIC,3,DOMESTIC,34,Pallet,Yes,,23/12/20
12052,3699,RASPBERRIES,DOMESTIC,39,DOMESTIC,34,Pallet,Yes,,23/12/20
12052,4867,RASPBERRIES,DOMESTIC,3,DOMESTIC,34,Pallet,Yes,,23/12/20
12101,3699,RASPBERRIES,DOMESTIC,39,DOMESTIC,34,Pallet,Yes,,23/12/20
12101,4867,RASPBERRIES,DOMESTIC,3,DOMESTIC,34,Pallet,Yes,,23/12/20
12102,3699,RASPBERRIES,DOMESTIC,39,DOMESTIC,34,Pallet,Yes,,23/12/20
12102,4867,RASPBERRIES,DOMESTIC,3,DOMESTIC,34,Pallet,Yes,,23/12/20
12103,3699,RASPBERRIES,DOMESTIC,39,DOMESTIC,34,Pallet,Yes,,23/12/20
12103,4867,RASPBERRIES,DOMESTIC,3,DOMESTIC,34,Pallet,Yes,,23/12/20
12048,7095,ROMAINE,,30,DOMESTIC,34,Pallet,,,23/12/20
12049,7095,ROMAINE,,30,DOMESTIC,34,Pallet,,,23/12/20
12050,7095,ROMAINE,,30,DOMESTIC,34,Pallet,,,23/12/20
12051,7095,ROMAINE,,30,DOMESTIC,34,Pallet,,,23/12/20
12052,7095,ROMAINE,,30,DOMESTIC,34,Pallet,,,23/12/20
12101,7095,ROMAINE,,30,DOMESTIC,34,Pallet,,,23/12/20
12102,7095,ROMAINE,,30,DOMESTIC,34,Pallet,,,23/12/20
12103,7095,ROMAINE,,30,DOMESTIC,34,Pallet,,,23/12/20
12048,7095,SOFT VEGETABLES,COAST PRODUCE COMPANY,3,DOMESTIC,34,Case,,,23/12/20
12049,7095,SOFT VEGETABLES,COAST PRODUCE COMPANY,3,DOMESTIC,34,Case,,,23/12/20
12050,7095,SOFT VEGETABLES,COAST PRODUCE COMPANY,3,DOMESTIC,34,Case,,,23/12/20
12051,7095,SOFT VEGETABLES,COAST PRODUCE COMPANY,3,DOMESTIC,34,Case,,,23/12/20
12052,7095,SOFT VEGETABLES,COAST PRODUCE COMPANY,3,DOMESTIC,34,Case,,,23/12/20
12101,7095,SOFT VEGETABLES,COAST PRODUCE COMPANY,3,DOMESTIC,34,Case,,,23/12/20
12101,7095,SOFT VEGETABLES,ORANGE COUNTY PRODUCE,81,DOMESTIC,34,Case,,,23/12/20
12102,7095,SOFT VEGETABLES,COAST PRODUCE COMPANY,3,DOMESTIC,34,Case,,,23/12/20
12102,7095,SOFT VEGETABLES,ORANGE COUNTY PRODUCE,81,DOMESTIC,34,Case,,,23/12/20
12103,7095,SOFT VEGETABLES,COAST PRODUCE COMPANY,3,DOMESTIC,34,Case,,,23/12/20
12103,7095,SOFT VEGETABLES,ORANGE COUNTY PRODUCE,81,DOMESTIC,34,Case,,,23/12/20
12050,7095,STONEFRUIT,IMPORT,27,IMPORT,34,Pallet,,,23/12/20
12050,3699,STONEFRUIT,IMPORT,20,IMPORT,34,Pallet,,,23/12/20
12050,4867,STONEFRUIT,IMPORT,60,IMPORT,34,Pallet,,,23/12/20
12051,7095,STONEFRUIT,IMPORT,40,IMPORT,34,Pallet,,,23/12/20
12051,3699,STONEFRUIT,IMPORT,20,IMPORT,34,Pallet,,,23/12/20
12051,4867,STONEFRUIT,IMPORT,80,IMPORT,34,Pallet,,,23/12/20
12052,7095,STONEFRUIT,IMPORT,54,IMPORT,34,Pallet,,,23/12/20
12052,3699,STONEFRUIT,IMPORT,20,IMPORT,34,Pallet,,,23/12/20
12052,4867,STONEFRUIT,IMPORT,100,IMPORT,34,Pallet,,,23/12/20
12101,7095,STONEFRUIT,IMPORT,60,IMPORT,34,Pallet,,,23/12/20
12101,4867,STONEFRUIT,IMPORT,80,IMPORT,34,Pallet,,,23/12/20
12102,7095,STONEFRUIT,IMPORT,60,IMPORT,34,Pallet,,,23/12/20
12102,4867,STONEFRUIT,IMPORT,80,IMPORT,34,Pallet,,,23/12/20
12103,7095,STONEFRUIT,IMPORT,60,IMPORT,34,Pallet,,,23/12/20
12103,4867,STONEFRUIT,IMPORT,80,IMPORT,34,Pallet,,,23/12/20
12048,7095,STRAWBERRIES,BOBALU LLC.,49,DOMESTIC,34,Pallet,,,23/12/20
12048,7095,STRAWBERRIES,DRISCOLLS INC,158,DOMESTIC,34,Pallet,,,23/12/20
12048,7095,STRAWBERRIES,JDB PRO INC,43,DOMESTIC,34,Pallet,,,23/12/20
12048,7095,STRAWBERRIES,RED BLOSSOM SALES INC,318,DOMESTIC,34,Pallet,,,23/12/20
12048,7095,STRAWBERRIES,"WESTERN VEG-PRODUCE, INC.",61,DOMESTIC,34,Pallet,,,23/12/20
12049,7095,STRAWBERRIES,BOBALU LLC.,65,DOMESTIC,34,Pallet,,,23/12/20
12049,7095,STRAWBERRIES,DRISCOLLS INC,253,DOMESTIC,34,Pallet,,,23/12/20
12049,7095,STRAWBERRIES,JDB PRO INC,65,DOMESTIC,34,Pallet,,,23/12/20
12049,7095,STRAWBERRIES,NATURIPE FARMS LLC,105,DOMESTIC,34,Pallet,,,23/12/20
12049,7095,STRAWBERRIES,SUPREME BERRY FARMS LLC,347,DOMESTIC,34,Pallet,,,23/12/20
12050,7095,STRAWBERRIES,BOBALU LLC.,76,DOMESTIC,34,Pallet,,,23/12/20
12050,7095,STRAWBERRIES,DRISCOLLS INC,297,DOMESTIC,34,Pallet,,,23/12/20
12050,7095,STRAWBERRIES,JDB PRO INC,76,DOMESTIC,34,Pallet,,,23/12/20
12050,7095,STRAWBERRIES,NATURIPE FARMS LLC,124,DOMESTIC,34,Pallet,,,23/12/20
12050,7095,STRAWBERRIES,SUPREME BERRY FARMS LLC,408,DOMESTIC,34,Pallet,,,23/12/20
12051,7095,STRAWBERRIES,BOBALU LLC.,68,DOMESTIC,34,Pallet,,,23/12/20
12051,7095,STRAWBERRIES,DRISCOLLS INC,267,DOMESTIC,34,Pallet,,,23/12/20
12051,7095,STRAWBERRIES,JDB PRO INC,68,DOMESTIC,34,Pallet,,,23/12/20
12051,7095,STRAWBERRIES,NATURIPE FARMS LLC,110,DOMESTIC,34,Pallet,,,23/12/20
12051,7095,STRAWBERRIES,SUPREME BERRY FARMS LLC,363,DOMESTIC,34,Pallet,,,23/12/20
12052,7095,STRAWBERRIES,BOBALU LLC.,64,DOMESTIC,34,Pallet,,,23/12/20
12052,7095,STRAWBERRIES,DRISCOLLS INC,153,DOMESTIC,34,Pallet,,,23/12/20
12052,7095,STRAWBERRIES,JDB PRO INC,152,DOMESTIC,34,Pallet,,,23/12/20
12052,7095,STRAWBERRIES,NATURIPE FARMS LLC,104,DOMESTIC,34,Pallet,,,23/12/20
12052,7095,STRAWBERRIES,SUPREME BERRY FARMS LLC,342,DOMESTIC,34,Pallet,,,23/12/20
12101,7095,STRAWBERRIES,BOBALU LLC.,72,DOMESTIC,34,Pallet,,,23/12/20
12101,7095,STRAWBERRIES,DRISCOLLS INC,171,DOMESTIC,34,Pallet,,,23/12/20
12101,7095,STRAWBERRIES,JDB PRO INC,170,DOMESTIC,34,Pallet,,,23/12/20
12101,7095,STRAWBERRIES,NATURIPE FARMS LLC,116,DOMESTIC,34,Pallet,,,23/12/20
12101,7095,STRAWBERRIES,SUPREME BERRY FARMS LLC,384,DOMESTIC,34,Pallet,,,23/12/20
12102,7095,STRAWBERRIES,BOBALU LLC.,77,DOMESTIC,34,Pallet,,,23/12/20
12102,7095,STRAWBERRIES,DRISCOLLS INC,183,DOMESTIC,34,Pallet,,,23/12/20
12102,7095,STRAWBERRIES,JDB PRO INC,181,DOMESTIC,34,Pallet,,,23/12/20
12102,7095,STRAWBERRIES,NATURIPE FARMS LLC,124,DOMESTIC,34,Pallet,,,23/12/20
12102,7095,STRAWBERRIES,SUPREME BERRY FARMS LLC,409,DOMESTIC,34,Pallet,,,23/12/20
12103,7095,STRAWBERRIES,BOBALU LLC.,87,DOMESTIC,34,Pallet,,,23/12/20
12103,7095,STRAWBERRIES,DRISCOLLS INC,206,DOMESTIC,34,Pallet,,,23/12/20
12103,7095,STRAWBERRIES,JDB PRO INC,205,DOMESTIC,34,Pallet,,,23/12/20
